Header	SitesConsidered	N_Prop	Mismatch_Prop	Decision
Ophiocordyceps_nutans_HB0201	280	0.000	0.571	REMOVE
Ophiocordyceps_nutans_UoO_113_78	300	0.000	0.567	REMOVE
Ophiocordyceps_nutans_G97035	314	0.000	0.545	REMOVE
Ophiocordyceps_nutans_G97033	297	0.000	0.542	REMOVE
Ophiocordyceps_neonutans_KEL113	305	0.000	0.521	REMOVE
Ophiocordyceps_neonutans_KEL142	306	0.000	0.523	REMOVE
Ophiocordyceps_neonutans_KEL138	306	0.000	0.523	REMOVE
Ophiocordyceps_neonutans_FMF88	306	0.000	0.523	REMOVE
Ophiocordyceps_neonutans_KEL114	305	0.000	0.521	REMOVE
Ophiocordyceps_neonutans_KEL110	306	0.000	0.523	REMOVE
Tolypocladium_inflatum_Outgroup	132	0.000	0.576	REMOVE
Tolypocladium_ophioglossoides_Outgroup	274	0.000	0.566	REMOVE
204_B	92	0.000	0.022	KEEP_LOW_SITES
205_A	92	0.000	0.054	KEEP_LOW_SITES
206_A	92	0.000	0.043	KEEP_LOW_SITES
