Header	SitesConsidered	N_Prop	Mismatch_Prop	Decision
Ophiocordyceps_crinalis_GDGM17327	394	0.000	0.551	REMOVE
Ophiocordyceps_forquignonii_OSC151902	414	0.000	0.097	KEEP
Ophiocordyceps_odonatae_TNS_F18563	414	0.000	0.114	KEEP
Ophiocordyceps_annulata_CEM303	414	0.000	0.256	KEEP
Ophiocordyceps_clavata_CEM1762	414	0.000	0.058	KEEP
Ophiocordyceps_cochlidiicola_HMAS199612	414	0.000	0.034	KEEP
Ophiocordyceps_curculionum_OSC151910	414	0.000	0.174	KEEP
Ophiocordyceps_dipterigena_CEM151911	407	0.000	0.133	KEEP
Ophiocordyceps_formicarum_TNS_F18565	414	0.000	0.128	KEEP
Ophiocordyceps_lloydii_OSC151913	414	0.000	0.150	KEEP
Ophiocordyceps_longissima_TNS_F18448	414	0.000	0.029	KEEP
Ophiocordyceps_khaoyaensis_HMAS199620	414	0.000	0.135	KEEP
Ophiocordyceps_neovolkiana_OSC151903	414	0.000	0.053	KEEP
Ophiocordyceps_purpureostromata_TNS_F18430	413	0.000	0.073	KEEP
Ophiocordyceps_sp_OSC151909	400	0.000	0.075	KEEP
Ophiocordyceps_yakusimensis_HMAS199604	414	0.000	0.043	KEEP
Ophiocordyceps_buquetii_HMAS199617	414	0.000	0.130	KEEP
Ophiocordyceps_nutans_Oph994	414	0.000	0.133	KEEP
Ophiocordyceps_blattarioides_HUA186093	413	0.000	0.080	KEEP
Ophiocordyceps_amazonica_HUA186143	413	0.000	0.065	KEEP
Ophiocordyceps_naomipierceae_DAWKSANT	414	0.000	0.082	KEEP
Ophiocordyceps_camponoti_femorati_FEMO2	414	0.000	0.072	KEEP
Ophiocordyceps_camponoti_floridani_Flo4	414	0.000	0.075	KEEP
Ophiocordyceps_camponoti_rufipedis_G108	414	0.000	0.075	KEEP
Ophiocordyceps_camponoti_balzani_G143	414	0.000	0.063	KEEP
Ophiocordyceps_camponoti_hippocrepidis_HIPPOC	414	0.000	0.058	KEEP
Ophiocordyceps_camponoti_indiani_INDI2	414	0.000	0.072	KEEP
Ophiocordyceps_ootakii_J13	414	0.000	0.082	KEEP
Ophiocordyceps_satoi_J19	414	0.000	0.082	KEEP
Ophiocordyceps_daceti_MF01	414	0.000	0.060	KEEP
Ophiocordyceps_monacidis_MF74	414	0.000	0.051	KEEP
Ophiocordyceps_blakebarnesii_MISSOU5	414	0.000	0.065	KEEP
Ophiocordyceps_camponoti_nidulantis_NIDUL2	414	0.000	0.082	KEEP
Ophiocordyceps_camponoti_bispinosi_OBIS5	414	0.000	0.058	KEEP
Ophiocordyceps_camponoti_renggeri_ORENG	414	0.000	0.080	KEEP
Ophiocordyceps_kimflemingiae_SC30	414	0.000	0.070	KEEP
Ophiocordyceps_sp_cicada_symbiont_CatKNZ01_OP	392	0.000	0.092	KEEP
Ophiocordyceps_pseudoacicularis_TBRC8101	414	0.000	0.031	KEEP
Ophiocordyceps_geometridicola_TBRC8094	414	0.000	0.039	KEEP
Ophiocordyceps_pauciovoperitheciata_TBRC8096	414	0.000	0.039	KEEP
Ophiocordyceps_brunneanigra_TBRC8093	414	0.000	0.031	KEEP
Ophiocordyceps_multiperitheciata_BCC22861	414	0.000	0.036	KEEP
Ophiocordyceps_brunneaperitheciata_BCC49312	414	0.000	0.058	KEEP
Ophiocordyceps_thanathonensis_MFU16_2909	414	0.000	0.140	KEEP
Ophiocordyceps_nutans_420526MF0525	362	0.000	0.163	KEEP
Ophiocordyceps_nutans_420526MF0895	362	0.000	0.169	KEEP
Ophiocordyceps_diabolica_BDS32	414	0.000	0.099	KEEP
Ophiocordyceps_binata_Binat	410	0.000	0.146	KEEP
Ophiocordyceps_corriemoreau_C2014A	414	0.000	0.097	KEEP
Ophiocordyceps_odontomachi_Odonto1	410	0.000	0.129	KEEP
Ophiocordyceps_pseudomyrmexi_P_10B1	414	0.000	0.092	KEEP
Ophiocordyceps_paltothyrei_Palt2	410	0.000	0.141	KEEP
Ophiocordyceps_pseudolloydii_Pseu1	406	0.000	0.126	KEEP
Ophiocordyceps_humbertii_MF116A_MF116A	411	0.000	0.088	KEEP
Ophiocordyceps_kniphofioides_MF90	411	0.000	0.088	KEEP
Ophiocordyceps_nutans11BidoupNLU	338	0.000	0.189	KEEP
Ophiocordyceps_nutans12BidoupNLU	298	0.000	0.201	KEEP
Ophiocordyceps_nutans15BidoupNLU	298	0.000	0.201	KEEP
Ophiocordyceps_nutans_N_K_Zeng2968	402	0.000	0.189	KEEP
Ophiocordyceps_nutans_CPA50	414	0.000	0.184	KEEP
Ophiocordyceps_nutans_XS58	414	0.000	0.184	KEEP
Ophiocordyceps_nutans_HKAS126065	414	0.000	0.181	KEEP
Ophiocordyceps_nutans_HKAS126074	414	0.000	0.181	KEEP
Ophiocordyceps_nutans_HKAS102461	414	0.000	0.176	KEEP
Ophiocordyceps_nutans_GMBC3024	414	0.000	0.176	KEEP
Ophiocordyceps_nutans_FI942	408	0.000	0.208	KEEP
Ophiocordyceps_nutans_iNaturalist84633145	414	0.000	0.133	KEEP
Ophiocordyceps_nutans_iNaturalist84633564	414	0.000	0.135	KEEP
Ophiocordyceps_camponoti_atricipis_ATRI3	414	0.000	0.075	KEEP
Ophiocordyceps_camponoti_leonardi_C36	414	0.000	0.077	KEEP
Ophiocordyceps_formosana_TNM_F13893	397	0.000	0.534	REMOVE
Ophiocordyceps_halabalaensis_MY5151	389	0.000	0.540	REMOVE
Ophiocordyceps_oecophyllae_OECO1	414	0.000	0.068	KEEP
Ophiocordyceps_pulvinata_TNS_F30044	320	0.000	0.081	KEEP
Ophiocordyceps_xuefengensis_GZUHHN13	401	0.000	0.556	REMOVE
Ophiocordyceps_nutans_YU0412	408	0.000	0.578	REMOVE
Ophiocordyceps_nutans_NXS92	348	0.000	0.566	REMOVE
Ophiocordyceps_nutans_FI935	307	0.000	0.205	KEEP
Ophiocordyceps_nutans_HKAS126077	399	0.000	0.579	REMOVE
Ophiocordyceps_nutans_HMJAU63522	399	0.000	0.589	REMOVE
Ophiocordyceps_nutans_Liyi2048	403	0.012	0.581	REMOVE
Ophiocordyceps_nutans_HKAS122491	395	0.000	0.575	REMOVE
Ophiocordyceps_nutans_wydzl_2021_5_1	399	0.000	0.581	REMOVE
Ophiocordyceps_nutans_MHHNU30295	385	0.000	0.584	REMOVE
Ophiocordyceps_nutans_104_50	227	0.000	0.581	REMOVE
Ophiocordyceps_nutans_KACC500169	351	0.000	0.533	REMOVE
Ophiocordyceps_nutans_UoO_113_78	381	0.000	0.580	REMOVE
Ophiocordyceps_nutans_G97035	408	0.000	0.578	REMOVE
Ophiocordyceps_nutans_G97033	358	0.000	0.472	REMOVE
Ophiocordyceps_neonutans_FLOR57336	381	0.000	0.528	REMOVE
Ophiocordyceps_neonutans_FMF88	381	0.000	0.528	REMOVE
Ophiocordyceps_neonutans_KEL114	381	0.000	0.528	REMOVE
Tolypocladium_inflatum_Outgroup	378	0.000	0.540	REMOVE
Tolypocladium_ophioglossoides_Outgroup	384	0.000	0.534	REMOVE
204_B	204	0.000	0.181	KEEP
205_A	177	0.169	0.186	KEEP
206_A	180	0.113	0.239	KEEP
