Header	SitesConsidered	N_Prop	Mismatch_Prop	Decision
Ophiocordyceps_purpureostromata_TNS_F18430	496	0.000	0.123	KEEP
Ophiocordyceps_sp_OSC151909	496	0.000	0.139	KEEP
Ophiocordyceps_yakusimensis_HMAS199604	496	0.000	0.079	KEEP
Ophiocordyceps_buquetii_HMAS199613	489	0.000	0.204	KEEP
Ophiocordyceps_buquetii_HMAS199617	496	0.000	0.137	KEEP
Hirsutella_citriformis_ARSEF1446	496	0.000	0.145	KEEP
Ophiocordyceps_amazonica_Ophama2026	496	0.000	0.159	KEEP
Ophiocordyceps_blattarioides_Ophsp_014	496	0.000	0.149	KEEP
Ophiocordyceps_evansii_Ophsp_858	496	0.000	0.139	KEEP
Ophiocordyceps_naomipierceae_DAWKSANT	496	0.000	0.121	KEEP
Ophiocordyceps_camponoti_FEMO2	496	0.000	0.159	KEEP
Ophiocordyceps_camponoti_G108	496	0.000	0.151	KEEP
Ophiocordyceps_camponoti_G143	496	0.000	0.125	KEEP
Ophiocordyceps_camponoti_HIPPOC	496	0.000	0.133	KEEP
Ophiocordyceps_ootakii_J13	496	0.000	0.151	KEEP
Ophiocordyceps_satoi_J19	496	0.000	0.115	KEEP
Ophiocordyceps_monacidis_MF74	496	0.000	0.115	KEEP
Ophiocordyceps_blakebarnesii_MISSOU5	496	0.000	0.107	KEEP
Ophiocordyceps_camponoti_NIDUL2	496	0.000	0.133	KEEP
Ophiocordyceps_camponoti_OBIS5	496	0.000	0.131	KEEP
Ophiocordyceps_kimflemingiae_SC30	496	0.000	0.133	KEEP
Ophiocordyceps_sp_CatKNZ01_OP	496	0.000	0.079	KEEP
Ophiocordyceps_pseudoacicularis_BCC49256	496	0.000	0.119	KEEP
Ophiocordyceps_geometridicola_BCC35947	496	0.000	0.151	KEEP
Ophiocordyceps_pauciovoperitheciata_BCC53615	496	0.000	0.119	KEEP
Ophiocordyceps_brunneanigra_BCC69032	496	0.000	0.129	KEEP
Ophiocordyceps_macroacicularis_BCC22918	496	0.000	0.125	KEEP
Ophiocordyceps_multiperitheciata_BCC22861	496	0.000	0.135	KEEP
Ophiocordyceps_brunneaperitheciata_BCC49312	443	0.000	0.485	REMOVE
Ophiocordyceps_thanathonensis_MFLUCC_16_2909	496	0.000	0.177	KEEP
Ophiocordyceps_thanathonensis_MFLUCC_16_2910	496	0.000	0.179	KEEP
Ophiocordyceps_khaoyaiensis_BCC82796	496	0.000	0.177	KEEP
Ophiocordyceps_granospora_BCC82255	496	0.000	0.173	KEEP
Ophiocordyceps_megacuculla_BCC82258	496	0.000	0.179	KEEP
Ophiocordyceps_communis_BCC2754	493	0.000	0.176	KEEP
Ophiocordyceps_corriemoreauae_C2014A	495	0.002	0.156	KEEP
Ophiocordyceps_odontomachi_Odonto1	495	0.002	0.139	KEEP
Ophiocordyceps_paltothyrei_Palt1	494	0.004	0.138	KEEP
Ophiocordyceps_paltothyrei_Palt2	495	0.002	0.139	KEEP
Ophiocordyceps_kniphofioides_MF90	494	0.002	0.111	KEEP
Ophiocordyceps_humbertii_MF116B	495	0.000	0.111	KEEP
Ophiocordyceps_sp_SJ22	495	0.000	0.131	KEEP
Ophiocordyceps_aphrophoridarum_YTS19061907	496	0.000	0.123	KEEP
Ophiocordyceps_asiana_MY11878	496	0.000	0.133	KEEP
Ophiocordyceps_laotii_BCC76495	496	0.000	0.147	KEEP
Ophiocordyceps_pseudolloydii_MFLU_22_0266	496	0.000	0.157	KEEP
Ophiocordyceps_vespulae_HKAS_102449	496	0.000	0.121	KEEP
Ophiocordyceps_aseptatospora_GZAAS_22_2052	496	0.000	0.125	KEEP
Ophiocordyceps_pseudonutans_HAKS131087	496	0.000	0.133	KEEP
Ophiocordyceps_camponoti_YFCC9028	496	0.000	0.161	KEEP
Ophiocordyceps_tessaratomidarum_GMBC3025	496	0.000	0.139	KEEP
Ophiocordyceps_anshunensis_GMBC3026	496	0.000	0.143	KEEP
Ophiocordyceps_bannaensis_GACP24_0801	496	0.000	0.177	KEEP
Ophiocordyceps_anocheti_HKAS132231	496	0.000	0.125	KEEP
Ophiocordyceps_nutans_SICAU_24_0164	496	0.000	0.129	KEEP
Ophiocordyceps_nutans_SICAU_24_0164_1	496	0.000	0.129	KEEP
Ophiocordyceps_nutans_SICAU_24_0165	496	0.000	0.133	KEEP
Ophiocordyceps_laosensis_GMB3137	493	0.000	0.213	KEEP
Ophiocordyceps_cylindrospora_HKAS148937	496	0.000	0.173	KEEP
Ophiocordyceps_asiana_GMBC3023	496	0.000	0.131	KEEP
Ophiocordyceps_brunneipunctata_HKAS149958	496	0.000	0.099	KEEP
Ophiocordyceps_humbertii_MF116A	495	0.000	0.111	KEEP
Ophiocordyceps_kniphofioides_HUA_TSF790	496	0.000	0.123	KEEP
Ophiocordyceps_myrmecophila_BCC82985	496	0.000	0.175	KEEP
ONT_204_B	291	0.000	0.165	KEEP
ONT_205_A	288	0.000	0.160	KEEP
