Header	SitesConsidered	N_Prop	Mismatch_Prop	Decision
Ophiocordyceps_granospora_BCC82255	203	0.000	0.143	KEEP
Ophiocordyceps_khaoyaiensis_BCC82796	203	0.000	0.128	KEEP
Ophiocordyceps_megacuculla_BCC82258	203	0.000	0.128	KEEP
Ophiocordyceps_globiceps_MFLUCC_18_0495	203	0.000	0.118	KEEP
Ophiocordyceps_diabolica_BDS32	203	0.000	0.069	KEEP
Ophiocordyceps_sp_SJ22	203	0.000	0.074	KEEP
Ophiocordyceps_vespulae_GZUCC2017064	203	0.000	0.099	KEEP
Ophiocordyceps_mizoramensis_OCCMZ001	148	0.000	0.081	KEEP
Ophiocordyceps_aphrophoridarum_YTS19061907	203	0.000	0.099	KEEP
Ophiocordyceps_asiana_MY11878	203	0.000	0.099	KEEP
Ophiocordyceps_laotii_BCC76495	203	0.000	0.084	KEEP
Ophiocordyceps_poecilometigena_BRIP61312a	203	0.000	0.094	KEEP
Ophiocordyceps_pseudolloydii_MFLU_22_0266	203	0.000	0.158	KEEP
Ophiocordyceps_thanathonensis_HKAS_102442	203	0.000	0.128	KEEP
Ophiocordyceps_tricentri_KUMCC5198	203	0.000	0.099	KEEP
Tolypocladium_inflatum_KUMCC7769	203	0.000	0.094	KEEP
Ophiocordyceps_pseudolloydii_HKAS126055	203	0.000	0.158	KEEP
Ophiocordyceps_aseptatospora_GZAAS_22_2052	203	0.000	0.084	KEEP
Ophiocordyceps_oecophyllae_BRIP62635a	203	0.000	0.113	KEEP
Ophiocordyceps_pseudonutans_HAKS131087	203	0.000	0.094	KEEP
Ophiocordyceps_tessaratomidarum_GMBC3025	203	0.000	0.108	KEEP
Ophiocordyceps_anshunensis_GMBC3026	203	0.000	0.089	KEEP
Ophiocordyceps_muscidarum_HKAS132178	203	0.000	0.138	KEEP
Ophiocordyceps_bannaensis_GACP24_0801	203	0.000	0.138	KEEP
Ophiocordyceps_anocheti_HKAS132231	203	0.000	0.094	KEEP
Ophiocordyceps_nutans_SICAU_24_0164_1	203	0.000	0.099	KEEP
Ophiocordyceps_nutans_SICAU_24_0165	203	0.000	0.099	KEEP
Ophiocordyceps_floriformis_BBH51295	203	0.000	0.118	KEEP
Ophiocordyceps_muscae_BCC73607	203	0.000	0.123	KEEP
Ophiocordyceps_philippinensis_BCC22048	203	0.000	0.128	KEEP
Ophiocordyceps_tabani_BCC39918	203	0.000	0.133	KEEP
Ophiocordyceps_thilosuensis_BCC47494	203	0.000	0.138	KEEP
Ophiocordyceps_sobolifera_HKAS126020	203	0.000	0.099	KEEP
Ophiocordyceps_cylindrospora_HKAS148937	203	0.000	0.138	KEEP
Ophiocordyceps_calliphoridarum_GMB3129	203	0.000	0.138	KEEP
Ophiocordyceps_laosensis_GMB3137	203	0.000	0.133	KEEP
Ophiocordyceps_asiana_GMBC3023	203	0.000	0.103	KEEP
Ophiocordyceps_macroacicularis_BCC22918	203	0.000	0.084	KEEP
Ophiocordyceps_myrmecophila_BCC82985	203	0.000	0.133	KEEP
Ophiocordyceps_pruinosa_MY3912	203	0.000	0.089	KEEP
Ophiocordyceps_rhizoidea_NHJ12522	203	0.000	0.089	KEEP
ONT_203_A	203	0.000	0.094	KEEP
ONT_204_B	203	0.000	0.074	KEEP
ONT_205_A	203	0.000	0.069	KEEP
ONT_206_A	203	0.000	0.094	KEEP
Illumina_204_B	203	0.000	0.074	KEEP
Illumina_205_A	203	0.000	0.069	KEEP
Sanger_203_A	203	0.000	0.094	KEEP
Sanger_204_B	203	0.000	0.079	KEEP
Sanger_205_A	203	0.000	0.074	KEEP
