Header	SitesConsidered	N_Prop	Mismatch_Prop	Decision
Ophiocordyceps_naomipierceae_DAWKSANT	686	0.000	0.034	KEEP
Ophiocordyceps_camponoti_ATRI3	686	0.000	0.032	KEEP
Ophiocordyceps_thanathonensis_MFLU_16_2909	295	0.000	0.471	REMOVE
Ophiocordyceps_cylindrospora_MFLU_17_1961	681	0.000	0.021	KEEP
Ophiocordyceps_globiceps_MFLUCC_18_0495	686	0.000	0.028	KEEP
Tolypocladium_inflatum_CBS127302	261	0.000	0.513	REMOVE
Ophiocordyceps_diabolica_BDS32	687	0.000	0.020	KEEP
Ophiocordyceps_corriemoreauae_C2014A	680	0.000	0.022	KEEP
Ophiocordyceps_pseudomyrmicis_P10B1	680	0.000	0.022	KEEP
Ophiocordyceps_paltothyrei_Palt1	686	0.000	0.019	KEEP
Ophiocordyceps_paltothyrei_Palt2	686	0.000	0.019	KEEP
Ophiocordyceps_kniphofioides_MF90	658	0.000	0.018	KEEP
Ophiocordyceps_humbertii_MF116A	658	0.000	0.015	KEEP
Ophiocordyceps_mizoramensis_OCCMZ001	687	0.000	0.026	KEEP
Ophiocordyceps_ditmarii_WU42993	359	0.000	0.462	REMOVE
Ophiocordyceps_aphrophoridarum_YTS19061907	686	0.000	0.015	KEEP
Ophiocordyceps_nutans_Liyi2048	277	0.021	0.433	REMOVE
Ophiocordyceps_arborescens_NBRC_105891	686	0.000	0.006	KEEP
Ophiocordyceps_macroacicularis_NBRC_100685	686	0.000	0.007	KEEP
Ophiocordyceps_lanpingensis_CS96	282	0.000	0.504	REMOVE
Ophiocordyceps_oxycephala_wyhxz_2	314	0.000	0.471	REMOVE
Ophiocordyceps_laotii_BCC76497	312	0.000	0.455	REMOVE
Ophiocordyceps_nutans_CPA50	282	0.000	0.429	REMOVE
Ophiocordyceps_nutans_XS58	282	0.000	0.429	REMOVE
Ophiocordyceps_poecilometigena_BRIP61312a	686	0.000	0.025	KEEP
Ophiocordyceps_nutans_HKAS_102461	650	0.000	0.025	KEEP
Ophiocordyceps_pseudolloydii_MFLU_22_0266	687	0.000	0.017	KEEP
Ophiocordyceps_nutans_HMJAU63522	282	0.000	0.440	REMOVE
Ophiocordyceps_aseptatospora_GZAAS_22_2052	686	0.000	0.012	KEEP
Ophiocordyceps_pseudonutans_HAKS131087	686	0.000	0.022	KEEP
Ophiocordyceps_tessaratomidarum_GMBC3025	278	0.000	0.496	REMOVE
Ophiocordyceps_anshunensis_GMBC3027	285	0.000	0.446	REMOVE
Ophiocordyceps_asiana_HKAS125846	686	0.000	0.026	KEEP
Ophiocordyceps_nutans_YU0412	280	0.000	0.429	REMOVE
Ophiocordyceps_odonatae_Liyi4844	301	0.000	0.449	REMOVE
Ophiocordyceps_muscidarum_HKAS132178	686	0.000	0.028	KEEP
Ophiocordyceps_bannaensis_ant_of_Camponotus_sp	686	0.000	0.019	KEEP
Ophiocordyceps_nutans_GMBC3024	686	0.000	0.022	KEEP
Ophiocordyceps_nutans_iNaturalist_84633145	686	0.000	0.017	KEEP
Ophiocordyceps_nutans_iNaturalist_84633564	686	0.000	0.017	KEEP
Ophiocordyceps_nutans_SICAU_24_0164_1	577	0.000	0.024	KEEP
Ophiocordyceps_anocheti_HKAS132231	687	0.000	0.013	KEEP
Ophiocordyceps_floriformis_BBH51295	265	0.000	0.419	REMOVE
Ophiocordyceps_philippinensis_BCC78339	262	0.000	0.534	REMOVE
Ophiocordyceps_tabani_BCC45127	249	0.000	0.526	REMOVE
Ophiocordyceps_thilosuensis_BCC47494	300	0.000	0.473	REMOVE
Ophiocordyceps_nutans_HKAS126074	681	0.000	0.025	KEEP
Ophiocordyceps_nutans_HKAS126077	676	0.000	0.025	KEEP
Ophiocordyceps_pseudolloydii_HKAS126055	664	0.000	0.014	KEEP
Ophiocordyceps_calliphoridarum_GMB3129	686	0.000	0.026	KEEP
Ophiocordyceps_muscae_GMB3136	686	0.000	0.029	KEEP
Ophiocordyceps_laosensis_GMB3137	686	0.000	0.029	KEEP
Ophiocordyceps_vespulae_KA25_1007	285	0.000	0.502	REMOVE
Tolypocladium_ophioglossoides_iNAT_178438965	272	0.000	0.507	REMOVE
Ophiocordyceps_anshunensis_GMBC3026	279	0.000	0.437	REMOVE
Ophiocordyceps_asiana_GMBC3023	284	0.000	0.440	REMOVE
Ophiocordyceps_brunneipunctata_HKAS149958	675	0.000	0.009	KEEP
Ophiocordyceps_formosana_HS0825_01	277	0.000	0.509	REMOVE
Ophiocordyceps_kniphofioides_HUA_TSF790	678	0.000	0.018	KEEP
Ophiocordyceps_melolonthae_iNAT_13875275	283	0.000	0.516	REMOVE
Ophiocordyceps_myrmecophila_BCC82985	295	0.000	0.468	REMOVE
Ophiocordyceps_oecophyllae_BRIP62635a	246	0.004	0.537	REMOVE
Ophiocordyceps_pruinosa_MY3912	271	0.000	0.502	REMOVE
Ophiocordyceps_pulvinata_Ophiocordyceps_pulvinata_gene_for_28S_ribosomal_RNA_partial_sequence	287	0.000	0.547	REMOVE
Ophiocordyceps_sp_CatKNZ01_OP	681	0.000	0.022	KEEP
ONT_203_A	182	0.000	0.209	KEEP
Illumina_203_A	200	0.000	0.025	KEEP
Illumina_204_B	200	0.000	0.010	KEEP
Illumina_205_A	200	0.000	0.020	KEEP
Illumina_206_A	200	0.000	0.015	KEEP
Sanger_203_A	197	0.000	0.036	KEEP
Sanger_204_B	199	0.000	0.035	KEEP
Sanger_205_A	201	0.000	0.035	KEEP
