Header	SitesConsidered	N_Prop	Mismatch_Prop	Decision
Ophiocordyceps_lanpingensis_KUMCC5190	169	0.000	0.053	KEEP
Ophiocordyceps_oxycephala_KUMCC5193	169	0.000	0.083	KEEP
Ophiocordyceps_crinalis_KUMCC5194	169	0.000	0.071	KEEP
Ophiocordyceps_tricentri_HKAS126048	169	0.000	0.077	KEEP
Ophiocordyceps_aseptatospora_GZAAS_22_2052	169	0.000	0.065	KEEP
Ophiocordyceps_oecophyllae_BRIP62635a	169	0.000	0.077	KEEP
Ophiocordyceps_pseudonutans_TL31	169	0.000	0.071	KEEP
Ophiocordyceps_cochlidiicola_520621MF432	169	0.000	0.053	KEEP
Ophiocordyceps_tessaratomidarum_GMBC3025	169	0.000	0.071	KEEP
Ophiocordyceps_anshunensis_GMBC3027	169	0.000	0.071	KEEP
Ophiocordyceps_lloydii_Pan_OY01	169	0.000	0.059	KEEP
Ophiocordyceps_curculionum_IAvH_TRI_MR160	169	0.000	0.077	KEEP
Ophiocordyceps_myrmecophila_Liyi4389	167	0.000	0.066	KEEP
Ophiocordyceps_odonatae_Liyi4844	169	0.000	0.036	KEEP
Ophiocordyceps_bannaensis_ant_of_Camponotus_sp	167	0.000	0.054	KEEP
Ophiocordyceps_anocheti_HKAS132269	169	0.000	0.083	KEEP
Ophiocordyceps_philippinensis_BCC78339	169	0.000	0.047	KEEP
Tolypocladium_ophioglossoides_CBS_139_63	169	0.000	0.053	KEEP
Ophiocordyceps_calliphoridarum_GMB3131	169	0.000	0.053	KEEP
Ophiocordyceps_laosensis_GMB3138	169	0.000	0.041	KEEP
Ophiocordyceps_brunneipunctata_HKAS149958	169	0.000	0.041	KEEP
Ophiocordyceps_variabilis_OMDL_iNat_225208540	169	0.000	0.071	KEEP
Ophiocordyceps_vespulae_KA25_1007	169	0.000	0.065	KEEP
Ophiocordyceps_anocheti_HKAS132231	169	0.000	0.083	KEEP
Ophiocordyceps_anshunensis_GMBC3026	169	0.000	0.071	KEEP
Ophiocordyceps_appendiculata_NBRC106959	169	0.000	0.071	KEEP
Ophiocordyceps_asiana_GMBC3023	169	0.000	0.071	KEEP
Ophiocordyceps_calliphoridarum_GMB3129	169	0.000	0.053	KEEP
Ophiocordyceps_evansii_Ophsp_858	169	0.000	0.047	KEEP
Ophiocordyceps_halabalaensis_MY1308	169	0.000	0.089	KEEP
Ophiocordyceps_lanpingensis_CS96	169	0.000	0.053	KEEP
Ophiocordyceps_laosensis_GMB3137	169	0.000	0.041	KEEP
Ophiocordyceps_myrmecophila_BCC82985	167	0.000	0.048	KEEP
Ophiocordyceps_neonutans_FMF88	169	0.000	0.071	KEEP
Ophiocordyceps_nutans_104_50	118	0.000	0.076	KEEP
Ophiocordyceps_rubiginosiperitheciata_NBRC100946	169	0.000	0.053	KEEP
Ophiocordyceps_sp_CatKNZ01_OP	120	0.000	0.050	KEEP
ONT_203_A	141	0.000	0.092	KEEP
ONT_204_B	123	0.000	0.106	KEEP
ONT_206_A	121	0.000	0.099	KEEP
Illumina_203_A	118	0.000	0.144	KEEP
Illumina_204_B	118	0.000	0.085	KEEP
Illumina_205_A	136	0.000	0.066	KEEP
Illumina_206_A	118	0.000	0.076	KEEP
Sanger_204_B	94	0.000	0.096	KEEP_LOW_SITES
Sanger_205_A	104	0.000	0.106	KEEP
Sanger_206_A	100	0.000	0.120	KEEP
